,Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) ,W_min_sum,Total Comsumption
1995,2013-03-25 04:00:00,0.609313685193,1.91858570007,0.0,1.89657705862,0.0,0.0493656621377,0.0493656621377,0.0493656621377,0.0618512235796,0.0133243957819,0.0654775087209,0.319525016446,0.0831258785262,0.0,5.115877453350699
1996,2013-03-25 05:00:00,0.658413256087,2.0849826537,0.0,2.06380539163,0.0,0.053470107686,0.053470107686,0.053470107686,0.0618512235796,0.0133243957819,0.0766233129137,0.307454916182,0.129045299944,0.0,5.5559107728761985
1997,2013-03-25 06:00:00,0.912811386401,2.11768066484,0.0,2.0940485424,0.0,0.0541555685158,0.0541555685158,0.0541555685158,0.0666090081704,0.0143493487755,0.0903649480936,0.343094976018,0.327593536828,0.0,6.129019117073901
1998,2013-03-25 07:00:00,1.43919481941,1.96164783343,0.0,1.93434323989,0.0,0.0499513078361,0.0499513078361,0.0499513078361,0.104671308796,0.0225489761569,0.149073326641,0.396412505532,0.699893394447,0.0,6.8576393278111984
1999,2013-03-25 08:00:00,1.76523908567,1.8275325367,0.0,1.79851936035,0.0,0.0463570184176,0.0463570184176,0.0463570184176,0.185553694638,0.0399731873457,0.235331903097,0.421217987177,0.805161294991,0.0,7.217600105221501
2000,2013-03-25 09:00:00,1.69158288698,1.91260132451,0.0,1.88807235975,0.0,0.0487802600491,0.0487802600491,0.0487802600491,0.147491386046,0.0317735565319,0.307655494001,0.356115477877,0.783122712474,0.0,7.264755978317201
2001,2013-03-25 10:00:00,1.54474622606,1.90950901873,0.0,1.8886328862,0.0,0.0488882836875,0.0488882836875,0.0488882836875,0.0761245853185,0.016399256479,0.381467636441,0.303083068842,0.702139395288,0.0,6.968766924420999
2002,2013-03-25 11:00:00,1.47241965181,2.4768773785,0.0,2.45551027389,0.0,0.0638207507383,0.0638207507383,0.0638207507383,0.0618512235796,0.0133243957819,0.402557461323,0.310211080809,0.604010739583,0.0,7.988224457491398
2003,2013-03-25 12:00:00,1.37749779321,1.59356368702,0.0,1.57219003612,0.0,0.0407263016333,0.0407263016333,0.0407263016333,0.0618512235796,0.0133243957819,0.419344280164,0.310306120969,0.515301471085,0.0,5.9855579128294005
2004,2013-03-25 13:00:00,1.27935997907,1.17617198892,0.0,1.1551583842,0.0,0.0300793313862,0.0300793313862,0.0300793313862,0.0618512235796,0.0133243957819,0.405007802557,0.305078912193,0.447374313574,0.0,4.9335649940341
